Point{id=id9244, cat=RESTAURANT, lat=-39.646862602, lon=146.1792470804}
Point{id=id9133, cat=RESTAURANT, lat=-39.2657986763, lon=140.652367214}
Point{id=id7910, cat=RESTAURANT, lat=-39.2201690613, lon=140.5815058663}
Point{id=id9302, cat=RESTAURANT, lat=-39.2144737161, lon=140.573790436}
Point{id=id4474, cat=RESTAURANT, lat=-38.9175096607, lon=148.5395830672}
Point{id=id1482, cat=RESTAURANT, lat=-38.8848449179, lon=148.5172212672}
Point{id=id9234, cat=RESTAURANT, lat=-39.0087038249, lon=148.4171196133}
Point{id=id5747, cat=RESTAURANT, lat=-38.8365227519, lon=148.4438766781}
Point{id=id5939, cat=RESTAURANT, lat=-38.9377286867, lon=148.3279616734}
Point{id=id1803, cat=RESTAURANT, lat=-39.0398300326, lon=148.4745457879}
Point{id=id2738, cat=RESTAURANT, lat=-38.8070253133, lon=148.5056482621}
Point{id=id9887, cat=RESTAURANT, lat=-38.7981137609, lon=148.5028739254}
Point{id=id6436, cat=RESTAURANT, lat=-38.8746381557, lon=147.7813223606}
Point{id=id9336, cat=RESTAURANT, lat=-38.8826173549, lon=147.7866264141}
Point{id=id821, cat=RESTAURANT, lat=-38.8627017774, lon=147.7489961304}
Point{id=id6522, cat=RESTAURANT, lat=-38.8749271365, lon=147.7513411048}
Point{id=id4152, cat=RESTAURANT, lat=-38.8146345718, lon=147.867755194}
Point{id=id9669, cat=RESTAURANT, lat=-38.8156000889, lon=147.7280583437}
Point{id=id1623, cat=RESTAURANT, lat=-38.8861956433, lon=147.7358271368}
Point{id=id8281, cat=RESTAURANT, lat=-38.8126867268, lon=147.7146911897}
Point{id=id8001, cat=RESTAURANT, lat=-35.6115029885, lon=144.2595840068}
Point{id=id3508, cat=RESTAURANT, lat=-35.5750069077, lon=144.2633047327}
Point{id=id416, cat=RESTAURANT, lat=-35.6104983335, lon=144.3081946138}
Point{id=id790, cat=RESTAURANT, lat=-35.5619784665, lon=144.2890529933}
Point{id=id1627, cat=RESTAURANT, lat=-35.5691847478, lon=144.1955234287}
Point{id=id6858, cat=RESTAURANT, lat=-35.4654813421, lon=144.301919666}
Point{id=id2208, cat=RESTAURANT, lat=-35.5236421001, lon=144.1272668396}
Point{id=id4515, cat=RESTAURANT, lat=-35.5106442387, lon=144.1359570734}
Point{id=id3717, cat=RESTAURANT, lat=-38.6602569086, lon=140.3646568119}
Point{id=id5399, cat=RESTAURANT, lat=-38.6807838976, lon=140.3521805481}
Point{id=id19, cat=RESTAURANT, lat=-38.7092913998, lon=140.3519032568}
Point{id=id3163, cat=RESTAURANT, lat=-38.7245125606, lon=140.3562994217}
Point{id=id8455, cat=RESTAURANT, lat=-38.6295013206, lon=140.3728343864}
Point{id=id5474, cat=RESTAURANT, lat=-38.7139194595, lon=140.292360763}
Point{id=id6514, cat=RESTAURANT, lat=-38.5885962407, lon=140.3945811282}
Point{id=id6996, cat=RESTAURANT, lat=-38.686056758, lon=140.2604760782}
Point{id=id8620, cat=RESTAURANT, lat=-36.0784903653, lon=148.2484375731}
Point{id=id7407, cat=RESTAURANT, lat=-36.0129287958, lon=148.1695268412}
Point{id=id6000, cat=RESTAURANT, lat=-36.0985431099, lon=148.2149505632}
Point{id=id119, cat=RESTAURANT, lat=-35.9678975554, lon=148.2421508595}
Point{id=id545, cat=RESTAURANT, lat=-36.0529602029, lon=148.14374824}
Point{id=id6383, cat=RESTAURANT, lat=-36.1194434813, lon=148.2444290891}
Point{id=id893, cat=RESTAURANT, lat=-36.0354826389, lon=148.3380167518}
Point{id=id367, cat=RESTAURANT, lat=-35.9795440731, lon=148.1419852197}
