Point{id=id6912, cat=RESTAURANT, lat=-39.3113492022, lon=148.1184258699}
Point{id=id4014, cat=RESTAURANT, lat=-39.7312344554, lon=147.5808748131}
Point{id=id7847, cat=RESTAURANT, lat=-39.7636720954, lon=147.7489182317}
Point{id=id9088, cat=RESTAURANT, lat=-39.7647150164, lon=147.4900420617}
Point{id=id847, cat=RESTAURANT, lat=-39.7124200681, lon=147.5010785704}
Point{id=id290, cat=RESTAURANT, lat=-35.2684902039, lon=146.2161138979}
Point{id=id8730, cat=RESTAURANT, lat=-35.1938103792, lon=146.205315952}
Point{id=id5422, cat=RESTAURANT, lat=-35.2911158237, lon=146.1877235965}
Point{id=id278, cat=RESTAURANT, lat=-35.2928661351, lon=146.1422129545}
Point{id=id1, cat=RESTAURANT, lat=-35.3081021011, lon=146.29116116}
Point{id=id6573, cat=RESTAURANT, lat=-35.1356501648, lon=146.1639828077}
Point{id=id4447, cat=RESTAURANT, lat=-35.3549134212, lon=146.2510247617}
Point{id=id525, cat=RESTAURANT, lat=-37.049077964, lon=145.834437392}
Point{id=id8477, cat=RESTAURANT, lat=-37.011299244, lon=145.7605705378}
Point{id=id2939, cat=RESTAURANT, lat=-36.9149098622, lon=145.8500019755}
Point{id=id7981, cat=RESTAURANT, lat=-37.0464899207, lon=145.7429060013}
Point{id=id1184, cat=RESTAURANT, lat=-37.0600265742, lon=145.7487010753}
Point{id=id9994, cat=RESTAURANT, lat=-37.0876337049, lon=145.9356248968}
Point{id=id970, cat=RESTAURANT, lat=-36.9187662404, lon=145.9451854891}
Point{id=id9726, cat=RESTAURANT, lat=-37.8298716469, lon=140.5569635741}
Point{id=id5539, cat=RESTAURANT, lat=-37.8442679348, lon=140.5697206297}
Point{id=id7807, cat=RESTAURANT, lat=-37.8584983265, lon=140.6103889337}
Point{id=id9966, cat=RESTAURANT, lat=-37.7541202928, lon=140.5853036168}
Point{id=id4233, cat=RESTAURANT, lat=-37.8394389763, lon=140.5204756069}
Point{id=id2252, cat=RESTAURANT, lat=-37.8056568719, lon=140.4869898152}
Point{id=id3284, cat=RESTAURANT, lat=-37.7127911445, lon=140.5273561991}
